Fin Pos,Car ID,Car,Car Class ID,Car Class,Team ID,Cust ID,Name,Start Pos,Car #,Out ID,Out,Interval,Laps Led,Qualify Time,Average Lap Time,Fastest Lap Time,Fast Lap#,Laps Comp,Inc,League Points,Max Fuel Fill%,Weight Penalty (KG)
1,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,255919,255919,Alexander Thiebe,1,54,0,Running,0,19,,1:36.362,1:35.782,3,19,1,150,100,0
2,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,97564,97564,Maxim Ramsteijn,2,729,0,Running,-3.599,0,,1:36.552,1:35.908,3,19,1,120,100,0
3,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,367245,367245,Dylan Birse,3,68,0,Running,-16.414,0,,1:37.226,1:36.371,4,19,2,100,100,0
4,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,342918,342918,Espen Erlandsen,6,14,0,Running,-18.978,0,,1:37.361,1:36.565,10,19,1,80,100,0
5,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,421524,421524,Quentiin Vialatte,9,991,0,Running,-20.604,0,,1:37.446,1:36.284,5,19,4,60,100,0
6,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,174512,174512,Ryan Parkins,7,225,0,Running,-22.448,0,,1:37.544,1:36.646,4,19,1,55,100,0
7,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,331632,331632,Pascal Costa,8,801,0,Running,-24.315,0,,1:37.552,1:36.169,4,19,1,50,100,0
8,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,291217,291217,Kieran Harrison,4,9,0,Running,-29.871,0,,1:37.596,1:36.313,5,19,6,45,100,0
9,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,42739,42739,Robin �stlund,5,44,0,Running,-31.533,0,,1:37.986,1:36.230,4,19,6,35,100,0
10,88,Porsche 911 GT3 Cup (991),0,Hosted All Cars Class,349143,349143,Sam Kuitert,11,28,0,Running,-41.961,0,,1:38.570,1:36.110,4,19,4,34,100,0
